Date,Bitcoin,Ethereum,Cardano,Litecoin
06.08.2021,"36407,74","2458,334","1,1915","125,606"
05.08.2021,"34542,47","2388,5767","1,1718","121,1611"
04.08.2021,"33608,7","2301,7237","1,1666","120,4982"
03.08.2021,"32144,03","2105,3149","1,1521","116,3362"
02.08.2021,"33035,68","2200,5861","1,104","119,2833"
01.08.2021,"33784,86","2164,2713","1,1142","118,8983"
31.07.2021,"35171,83","2138,5399","1,1166","122,2437"
30.07.2021,"35447,92","2075,683","1,0981","122,5787"
29.07.2021,"33678,22","2003,0866","1,0802","118,8526"
28.07.2021,"33783,7","1940,8219","1,0843","118,1263"
27.07.2021,"33268,98","1940,5221","1,0803","113,5553"
26.07.2021,"31684,31","1897,1784","1,0675","111,3825"
25.07.2021,"29979,65","1864,3429","1,0416","108,327"
24.07.2021,"29109,47","1857,4518","1,0469","107,0915"
23.07.2021,"28497,68","1805,7523","1,0239","105,5217"
22.07.2021,"27445,22","1717,7111","1,0073","102,4572"
21.07.2021,"27231,63","1687,1656","0,9916","99,4657"
20.07.2021,"25288,74","1518,0964","0,8961","91,0955"
19.07.2021,"26165,58","1543,044","0,9529","96,1599"
18.07.2021,"26932,11","1605,0412","1,0034","101,1236"
17.07.2021,26753,"1609,3804","0,9949","101,7114"
16.07.2021,"26651,05","1593,2076","0,9945","102,453"
15.07.2021,"26813,88","1613,6816","1,0323","105,8629"
14.07.2021,"27726,88","1684,222","1,0653","110,6438"
13.07.2021,"27754,75","1648,5007","1,0719","111,3742"
12.07.2021,27948,"1717,9085","1,1105","112,5024"
11.07.2021,"28829,48","1801,9208","1,1365","112,8741"
10.07.2021,"28241,14","1777,8464","1,1238","112,7195"
09.07.2021,"28534,7","1810,782","1,1385","113,5268"
08.07.2021,27735,"1789,6208","1,1239","111,5772"
07.07.2021,"28692,74","1958,2595","1,19","116,2505"
06.07.2021,"28907,92","1965,7385","1,197","117,3421"
05.07.2021,"28505,85","1856,4091","1,1879","116,4952"
04.07.2021,"29774,51","1958,5752","1,2293","122,4362"
03.07.2021,"29215,45","1876,9544","1,1845","118,0783"
02.07.2021,"28557,72","1816,0548","1,17","115,3319"
01.07.2021,"28318,51","1784,0469","1,1272","116,0783"
30.06.2021,"29533,88","1914,8299","1,1643","121,4391"
29.06.2021,"30156,32","1817,2947","1,1496","120,7909"
28.06.2021,"28860,91","1743,8522","1,1109","115,1309"
27.06.2021,"28973,91","1654,9963","1,1265","110,5372"
26.06.2021,"26771,23","1519,4845","1,0406","105,0768"
25.06.2021,"26564,44","1520,8448","1,0592","105,5305"
24.06.2021,"29014,67","1664,4444","1,1335","112,4397"
23.06.2021,"28186,75","1649,233","1,0483","107,9046"
22.06.2021,"27182,44","1568,618","0,9593","99,7685"
21.06.2021,"26530,36","1584,0175","0,9873","104,6797"
20.06.2021,"30044,23","1889,2472","1,2025","130,379"
19.06.2021,"29961,8","1831,1984","1,1747","128,9952"
18.06.2021,"30057,35","1874,6204","1,1914","131,3892"
17.06.2021,"31965,23","1992,6331","1,2453","140,0763"
16.06.2021,"31954,88","1969,34","1,2355","138,496"
15.06.2021,"33179,4","2104,5103","1,2852","144,5136"
14.06.2021,"33380,23","2126,3536","1,2977","148,3363"
13.06.2021,"32283,11","2074,9587","1,2876","141,1346"
12.06.2021,"29349,6","1961,404","1,2214","133,7287"
11.06.2021,"30763,33","1938,1626","1,1826","134,1011"
10.06.2021,"30165,92","2028,2345","1,2633","138,0703"
09.06.2021,"30617,51","2140,2299","1,3328","140,8887"
08.06.2021,"27466,41","2067,4108","1,2988","132,1009"
07.06.2021,"27497,42","2123,4125","1,2777","131,9924"
06.06.2021,"29437,63","2224,4707","1,3781","144,7307"
05.06.2021,"29229,66","2160,1486","1,3646","142,2004"
04.06.2021,"30361,01","2210,8819","1,4092","147,2525"
03.06.2021,"32261,22","2349,98","1,5159","159,1456"
02.06.2021,"30790,16","2219,6951","1,4408","153,6238"
01.06.2021,"29988,25","2151,7332","1,4195","149,6482"
31.05.2021,"30504,06","2208,3362","1,4241","153,4216"
30.05.2021,"29245,65","1958,3746","1,2901","139,9817"
29.05.2021,"28358,94","1866,9772","1,1547","133,9258"
28.05.2021,"29256,21","1984,4606","1,242","145,1045"
27.05.2021,"31540,83","2246,9269","1,3561","158,5158"
26.05.2021,"32194,17","2358,1087","1,4541","163,0651"
25.05.2021,"31231,82","2201,3347","1,2598","148,9955"
24.05.2021,"31636,43","2154,9477","1,2641","149,951"
23.05.2021,"28634,61","1736,2462","1,0926","118,263"
22.05.2021,"30827,71","1886,1784","1,2093","139,3286"
21.05.2021,"30542,94","1987,5435","1,2641","147,4349"
20.05.2021,"33266,36","2275,6551","1,4646","172,9203"
19.05.2021,"30661,88","2050,0545","1,2192","156,846"
18.05.2021,"35177,02","2770,6643","1,6436","241,0681"
17.05.2021,"35779,35","2693,7875","1,6665","231,6143"
16.05.2021,"38258,52","2949,6054","1,8815","244,3859"
15.05.2021,"38562,71","3012,5892","1,7902","246,9539"
14.05.2021,"41115,62","3360,188","1,655","268,6908"
13.05.2021,"41172,86","3089,3602","1,6031","261,9818"
12.05.2021,"41767,99","3223,4344","1,3101","255,8303"
11.05.2021,"46720,37","3435,8195","1,453","311,33"
10.05.2021,"45998,98","3250,7064","1,3496","296,0638"
09.05.2021,"47864,25","3228,0438","1,4567","317,0438"
08.05.2021,"48321,26","3212,8588","1,3304","284,436"
07.05.2021,"47170,94","2867,8399","1,3559","285,0066"
06.05.2021,"46750,54","2893,4963","1,3752","293,2044"
05.05.2021,"47739,19","2931,5101","1,2322","296,4351"
04.05.2021,"44339,12","2694,233","1,059","254,3908"
03.05.2021,"47441,52","2843,2799","1,1282","244,6656"
02.05.2021,"47068,35","2455,1585","1,1029","223,7438"
01.05.2021,"48079,07","2450,899","1,1267","230,1016"
30.04.2021,"48082,14","2306,6501","1,126","225,5898"
29.04.2021,"44187,96","2274,6086","1,0796","210,8283"
28.04.2021,"45163,59","2264,3813","1,1001","212,8901"
27.04.2021,"45498,63","2196,1272","1,0839","214,9979"
26.04.2021,"44731,78","2097,3104","1,0213","204,6613"
25.04.2021,"40586,88","1914,6266","0,8988","185,0438"
24.04.2021,"41426,71","1832,0988","0,9108","185,888"
23.04.2021,"42238,28","1957,3771","0,9553","199,0621"
22.04.2021,"43125,48","2007,4872","0,9573","210,7642"
21.04.2021,"44755,96","1964,2404","1,0021","214,4095"
20.04.2021,"46928,18","1936,0346","1,0478","217,8042"
19.04.2021,"46279,61","1798,2336","0,9926","216,8483"
18.04.2021,"47039,58","1869,4281","1,0612","228,6709"
17.04.2021,"50305,41","1945,7104","1,1569","251,7775"
16.04.2021,"51398,39","2029,5708","1,1857","259,8963"
15.04.2021,"52847,88","2102,5773","1,2364","239,206"
14.04.2021,"52438,51","2025,4351","1,2113","232,7431"
13.04.2021,"53217,37","1927,7342","1,186","223,5923"
12.04.2021,"50245,12","1796,2246","1,1085","205,0445"
11.04.2021,"50434,06","1806,661","1,0638","211,9924"
10.04.2021,"50184,66","1793,0549","1,024","213,1727"
09.04.2021,"48859,37","1739,2679","1,0132","185,8108"
08.04.2021,"48680,83","1744,3568","1,0248","189,6388"
07.04.2021,"47325,99","1664,3583","0,992","185,3573"
06.04.2021,"48935,28","1780,5845","1,0613","200,0725"
05.04.2021,"49787,03","1778,0757","1,027","186,085"
04.04.2021,"49516,82","1765,7268","1,0128","172,127"
03.04.2021,"48606,04","1712,2058","0,9991","166,1833"
02.04.2021,"50169,17","1812,9435","1,0173","180,3854"
01.04.2021,"49884,2","1671,2109","1,01","171,9295"
31.03.2021,"50051,06","1630,569","1,0184","167,6416"
30.03.2021,"50100,31","1570,2593","1,0355","167,105"
29.03.2021,"48979,37","1543,9138","1,0219","164,7502"
28.03.2021,"47301,43","1429,3839","1,0113","156,2457"
27.03.2021,"47327,93","1452,6242","0,9989","156,07"
26.03.2021,"46600,11","1439,4748","1,0287","155,6393"
25.03.2021,"43752,57","1350,0055","0,9367","146,2641"
24.03.2021,"44411,78","1341,569","0,9103","149,436"
23.03.2021,"46047,87","1411,7896","0,9538","157,5075"
22.03.2021,"45499,25","1411,8115","0,9324","155,9204"
21.03.2021,"48366,99","1503,4383","1,0002","164,8711"
20.03.2021,"48657,2","1511,2464","1,0114","167,333"
19.03.2021,"48669,52","1514,8458","1,0902","167,5468"
18.03.2021,"48421,17","1491,7475","1,0398","167,7369"
17.03.2021,"49065,6","1518,7815","1,1522","171,9103"
16.03.2021,"47676,84","1517,1617","1,0394","168,7896"
15.03.2021,"46821,9","1501,8073","0,8659","168,7568"
14.03.2021,"49652,34","1553,1596","0,8906","180,0587"
13.03.2021,"51245,14","1607,9883","0,9246","189,5309"
12.03.2021,"47938,48","1481,0589","0,8674","184,5949"
11.03.2021,"48230,67","1523,4015","0,9397","167,7557"
10.03.2021,"46967,06","1508,1817","0,9531","168,201"
09.03.2021,"46060,65","1569,1602","1,0027","171,066"
08.03.2021,"44106,61","1550,3289","0,944","162,0679"
07.03.2021,"42995,74","1445,5938","0,9509","160,19"
06.03.2021,"41044,85","1390,208","0,9504","153,4986"
05.03.2021,"41071,23","1286,8555","0,9807","151,8856"
04.03.2021,"40545,05","1286,3466","0,9311","151,1616"
03.03.2021,"41905,83","1306,8485","1,0123","156,2558"
02.03.2021,"40012,41","1234,3309","1,0131","147,0632"
01.03.2021,"41204,88","1302,3212","1,0758","145,93"
28.02.2021,"37324,72","1171,893","1,079","136,5806"
27.02.2021,"38239,03","1208,513","1,1056","142,4515"
26.02.2021,"38414,73","1197,8528","1,0236","141,2708"
25.02.2021,"38750,61","1214,1125","0,893","147,2798"
24.02.2021,"40809,74","1334,4026","0,864","148,823"
23.02.2021,"40182,86","1291,262","0,7797","145,443"
22.02.2021,"44579,05","1466,081","0,9039","171,1243"
21.02.2021,"47405,36","1595,2894","0,9078","187,5227"
20.02.2021,"46264,62","1582,5994","0,9295","188,046"
19.02.2021,"46139,13","1617,0747","0,7665","195,5203"
18.02.2021,"42765,79","1603,5396","0,7553","187,8883"
17.02.2021,"43317,39","1535,3165","0,7381","197,0485"
16.02.2021,40675,"1473,0769","0,7218","173,9589"
15.02.2021,"39519,67","1467,0245","0,7067","170,8582"
14.02.2021,"40234,79","1490,5943","0,7","176,992"
13.02.2021,"38914,66","1498,866","0,7456","186,7196"
12.02.2021,"39262,07","1523,1339","0,7635","162,9135"
11.02.2021,"39469,34","1471,2662","0,7615","151,8105"
10.02.2021,"37095,52","1440,8527","0,7607","150,3112"
09.02.2021,"38447,97","1462,0355","0,5797","150,3887"
08.02.2021,"38459,91","1452,2013","0,5664","138,8678"
07.02.2021,"32332,33","1342,5942","0,5465","125,4548"
06.02.2021,"32650,26","1394,9986","0,5173","129,2423"
05.02.2021,"31708,32","1429,9214","0,4456","128,6317"
04.02.2021,"30884,78","1333,9916","0,3692","121,3396"
03.02.2021,"31207,75","1384,8242","0,3662","129,4228"
02.02.2021,"29525,23","1260,4085","0,3534","118,2801"
01.02.2021,"27807,12","1136,9339","0,3335","109,3115"
31.01.2021,"27344,17","1085,2892","0,285","106,9776"
30.01.2021,"28277,58","1135,6793","0,2992","110,0182"
29.01.2021,"28297,6","1141,2813","0,287","111,1483"
28.01.2021,"27468,98","1100,1516","0,2852","110,0274"
27.01.2021,"25114,92","1034,1649","0,2578","101,2352"
26.01.2021,"26779,94","1112,89","0,283","110,683"
25.01.2021,"26658,99","1090,3637","0,283","113,0864"
24.01.2021,"26522,24","1145,6722","0,2911","116,1391"
23.01.2021,"26335,87","1010,5086","0,2836","112,95"
22.01.2021,"27082,8","1014,4407","0,2883","112,7603"
21.01.2021,"25312,28","921,103","0,2554","106,9125"
20.01.2021,"29370,22","1143,4211","0,3105","123,8045"
19.01.2021,"29719,49","1136,0373","0,3061","126,4069"
18.01.2021,"30332,75","1041,5413","0,3074","125,9902"
17.01.2021,"29587,57","1017,0411","0,3151","117,9152"
16.01.2021,"29950,95","1021,778","0,2926","119,2954"
15.01.2021,"30483,32","970,1813","0,2498","119,4399"
14.01.2021,"32265,5","1002,8732","0,2558","125,1234"
13.01.2021,"30692,2","929,5191","0,2574","121,1811"
12.01.2021,"27667,66","851,2301","0,2355","108,5707"
11.01.2021,"29226,93","893,3441","0,2275","114,8011"
10.01.2021,"31343,33","1031,1549","0,2502","139,9056"
09.01.2021,"32838,32","1045,8551","0,2728","144,9243"
08.01.2021,"33330,81","999,3916","0,2495","141,5163"
07.01.2021,"32104,44","997,0254","0,2435","138,3537"
06.01.2021,"29901,41","982,0934","0,2662","136,9581"
05.01.2021,"27624,05","894,7991","0,2113","129,0177"
04.01.2021,"26102,99","847,6528","0,1819","126,2675"
03.01.2021,"26847,03","791,2367","0,1679","130,239"
02.01.2021,"26418,74","636,7785","0,1462","112,5515"
01.01.2021,"24111,78","599,298","0,144","103,5476"
31.12.2020,"23747,71","604,1282","0,1481","101,9649"
30.12.2020,"23426,89","611,2357","0,1499","105,0378"
29.12.2020,"22332,55","598,0448","0,1565","105,4209"
28.12.2020,"22179,25","598,6261","0,1459","106,4944"
27.12.2020,"21513,27","559,3016","0,1269","104,4413"
26.12.2020,"21691,57","521,6282","0,1297","106,1774"
25.12.2020,"20236,3","514,0876","0,1292","104,2603"
24.12.2020,"19472,55","501,806","0,1254","91,4958"
23.12.2020,"19056,27","478,3498","0,1128","83,3209"
22.12.2020,"19536,24","521,7094","0,1284","93,446"
21.12.2020,"18651,11","498,5272","0,1251","85,8329"
20.12.2020,"19196,02","521,822","0,1329","93,7928"
19.12.2020,"19471,76","537,8865","0,1343","98,2897"
18.12.2020,"18887,43","534,4247","0,1346","89,1807"
17.12.2020,"18602,84","524,3826","0,1334","82,4319"
16.12.2020,"17485,09","522,3981","0,1374","76,2208"
15.12.2020,"16003,33","484,9519","0,127","66,9473"
14.12.2020,"15872,24","482,6304","0,13","67,8567"
13.12.2020,"15785,15","486,3632","0,127","67,5833"
12.12.2020,"15542,88","469,5355","0,1192","63,2601"
11.12.2020,"14909,56","449,8973","0,1154","59,4667"
10.12.2020,"15045,92","460,9498","0,1174","61,6436"
09.12.2020,"15368,58","474,7574","0,1228","64,0936"
08.12.2020,"15137,3","457,8414","0,1163","63,312"
07.12.2020,"15850,25","488,7216","0,1273","69,0655"
06.12.2020,"15951,59","496,0338","0,1311","68,7967"
05.12.2020,"15805,13","492,3644","0,1317","68,558"
04.12.2020,"15427,17","469,7921","0,1226","65,929"
03.12.2020,"16019,14","508,052","0,1352","73,3378"
02.12.2020,"15868,53","493,8531","0,1308","73,3769"
01.12.2020,"15590,01","486,8859","0,1294","70,8655"
30.11.2020,"16474,47","514,5226","0,1433","73,4469"
29.11.2020,"15197,75","481,0383","0,139","66,218"
28.11.2020,"14820,49","449,9286","0,1377","60,6707"
27.11.2020,"14315,03","432,5841","0,1173","57,7585"
26.11.2020,"14385,25","434,8898","0,1155","59,3664"
25.11.2020,"15728,36","478,807","0,1307","68,6548"
24.11.2020,"16099,01","507,6714","0,1399","74,972"
23.11.2020,"15540,01","514,6537","0,1287","75,2504"
22.11.2020,"15513,46","470,4491","0,1221","69,6248"
21.11.2020,"15755,09","464,1357","0,1127","72,911"
20.11.2020,"15726,08","429,7796","0,0995","69,6648"
19.11.2020,"15022,34","397,2911","0,0892","68,8112"
18.11.2020,"15030,06","404,8232","0,0899","62,2895"
17.11.2020,"14897,74","406,512","0,0924","64,3266"
16.11.2020,"14111,14","389,1723","0,0876","62,3253"
15.11.2020,"13498,49","378,9827","0,0849","52,683"
14.11.2020,"13603,9","390,467","0,0881","53,9896"
13.11.2020,"13800,94","403,0112","0,0898","55,501"
12.11.2020,"13796,47","392,0038","0,0886","51,1333"
11.11.2020,"13338,22","394,0843","0,0899","50,3544"
10.11.2020,"12945,88","381,2182","0,0895","49,0264"
09.11.2020,"12977,09","376,316","0,0891","50,1564"
08.11.2020,"13025,31","382,4641","0,0896","51,3037"
07.11.2020,"12475,24","366,5289","0,0854","49,6092"
06.11.2020,"13120,08","384,0834","0,0917","53,2092"
05.11.2020,"13180,92","352,1079","0,0822","49,8317"
04.11.2020,"12074,62","342,9798","0,0813","46,6396"
03.11.2020,"11937,86","330,5907","0,0796","45,9278"
02.11.2020,"11663,72","329,5402","0,0793","46,2729"
01.11.2020,"11820,49","340,1806","0,0842","47,7428"
31.10.2020,"11824,24","331,1502","0,0797","47,788"
30.10.2020,"11624,53","327,7576","0,08","46,2576"
29.10.2020,"11524,03","331,2606","0,0818","47,0083"
28.10.2020,"11306,99","330,8085","0,0843","47,5671"
27.10.2020,"11606,42","342,99","0,0873","49,2236"
26.10.2020,"11078,76","333,488","0,0873","48,1792"
25.10.2020,"11007,26","342,9135","0,0897","49,6357"
24.10.2020,"11059,44","347,531","0,091","49,9003"
23.10.2020,"10906,94","345,1573","0,0911","46,725"
22.10.2020,"10988,35","350,4647","0,0936","46,0103"
21.10.2020,"10812,87","330,2069","0,0896","44,7112"
20.10.2020,"10080,41","311,5206","0,0866","39,637"
19.10.2020,"9985,93","322,3484","0,0924","40,7912"
18.10.2020,"9827,83","322,7738","0,0917","40,586"
17.10.2020,"9707,67","314,6782","0,0906","40,0776"
16.10.2020,"9667,58","312,0051","0,0888","40,6377"
15.10.2020,"9820,65","322,3294","0,0911","42,2597"
14.10.2020,"9739,93","323,1874","0,0914","42,4532"
13.10.2020,"9732,49","324,2131","0,0929","42,4741"
12.10.2020,"9767,94","327,3956","0,0932","42,8816"
11.10.2020,"9628,69","316,9191","0,0902","42,8427"
10.10.2020,"9544,71","313,0321","0,0888","41,2431"
09.10.2020,"9361,08","309,0837","0,0862","40,4094"
08.10.2020,"9279,84","298,341","0,0817","40,1465"
07.10.2020,"9074,3","290,5958","0,0797","39,5656"
06.10.2020,"9041,2","290,2827","0,0791","39,1794"
05.10.2020,"9155,61","299,73","0,0827","39,2995"
04.10.2020,"9112,93","300,79","0,0823","39,8438"
03.10.2020,"9018,02","295,4406","0,0797","38,8513"
02.10.2020,"9025,38","295,0524","0,0793","38,3593"
01.10.2020,"9045,95","300,5839","0,0833","39,3767"
30.09.2020,"9189,77","306,332","0,0863","39,3783"
29.09.2020,"9235,8","306,0889","0,0862","38,9067"
28.09.2020,"9174,25","303,6946","0,0863","38,7881"
27.09.2020,"9265,82","307,214","0,087","39,5667"
26.09.2020,"9233,38","304,4811","0,0822","39,5498"
25.09.2020,"9193,43","302,3079","0,0831","39,5204"
24.09.2020,"9199,04","299,117","0,0711","38,4889"
23.09.2020,"8783,43","274,7528","0,066","36,8546"
22.09.2020,"9002,79","293,8935","0,0698","38,0058"
21.09.2020,"8878,8","290,3903","0,0686","36,7599"
20.09.2020,"9227,33","313,3094","0,0756","39,7408"
19.09.2020,"9366,43","325,76","0,0774","40,9972"
18.09.2020,"9236,43","323,7637","0,0766","40,7615"
17.09.2020,"9237,25","328,2953","0,0794","41,2177"
16.09.2020,"9284,2","308,8597","0,0776","40,418"
15.09.2020,"9110,84","307,3723","0,0789","40,7698"
14.09.2020,"9002,08","317,5643","0,0816","41,3146"
13.09.2020,"8726,03","308,8679","0,0802","40,6061"
12.09.2020,"8825,25","327,4923","0,0823","42,9392"
11.09.2020,"8784,82","315,755","0,0818","41,4217"
10.09.2020,"8763,7","311,1938","0,0822","41,1492"
09.09.2020,"8707,78","299,1965","0,0791","40,729"
08.09.2020,"8609,94","286,6874","0,0774","40,2441"
07.09.2020,"8780,55","298,0173","0,0788","41,2391"
06.09.2020,"8678,74","298,1392","0,0787","40,4965"
05.09.2020,"8585,88","282,2727","0,076","40,2419"
04.09.2020,"8864,63","327,2056","0,0867","42,7264"
03.09.2020,"8630,38","323,5405","0,0812","40,2307"
02.09.2020,"9624,85","370,4944","0,0975","49,0313"
01.09.2020,"10001,44","399,0722","0,1054","52,6003"
31.08.2020,"9776,81","364,3755","0,1028","51,1503"
30.08.2020,"9836,62","359,8958","0,0986","52,7194"
29.08.2020,"9665,41","335,536","0,0981","47,9664"
28.08.2020,"9693,88","331,9473","0,0919","48,1181"
27.08.2020,"9570,9","323,1872","0,0904","47,4084"
26.08.2020,"9698,92","326,1938","0,0974","49,2244"
25.08.2020,"9602,85","324,5273","0,0958","49,5417"
24.08.2020,"9984,88","346,4334","0,1057","52,7074"
23.08.2020,"9886,16","331,1087","0,1031","51,2948"
22.08.2020,"9914,45","335,8772","0,1062","51,1491"
21.08.2020,"9771,36","327,9385","0,1049","50,0667"
20.08.2020,"10012,35","351,1311","0,1125","53,0768"
19.08.2020,"9921,03","343,1192","0,1092","52,3076"
18.08.2020,"10025,08","353,8592","0,1152","54,7708"
17.08.2020,"10350,84","362,6562","0,1186","56,6595"
16.08.2020,"10060,62","366,5077","0,1169","54,0207"
15.08.2020,"10030,58","365,8325","0,1166","50,6979"
14.08.2020,"9940,18","369,3022","0,1169","47,8693"
13.08.2020,"9974,35","359,9057","0,1196","48,3173"
12.08.2020,"9823,65","328,9069","0,1165","46,2405"
11.08.2020,"9704,17","322,5596","0,1171","46,129"
10.08.2020,"10120,7","336,7951","0,1222","49,6389"
09.08.2020,"9922,13","330,9632","0,123","48,3641"
08.08.2020,"9973,33","335,2048","0,1238","49,3885"
07.08.2020,"9844,2","322,0553","0,1182","48,5221"
06.08.2020,"9913,43","332,1124","0,1211","49,7581"
05.08.2020,"9891,25","337,5535","0,1202","49,5912"
04.08.2020,"9490,61","330,1735","0,121","48,8103"
03.08.2020,"9563,55","328,7546","0,1166","49,7957"
02.08.2020,"9391,5","314,7947","0,1134","48,1532"
01.08.2020,"10037,71","329,6666","0,1223","52,4683"
31.07.2020,"9628,76","293,9449","0,118","49,3807"
30.07.2020,"9383,9","282,5799","0,1186","47,8672"
29.07.2020,"9415,76","269,7211","0,1186","46,86"
28.07.2020,"9325,14","270,3929","0,1269","47,653"
27.07.2020,"9346,24","273,3035","0,118","45,1247"
26.07.2020,"8528,3","266,6424","0,1274","41,2763"
25.07.2020,"8330,33","261,7949","0,1232","42,0482"
24.07.2020,"8200,3","240,0452","0,1045","37,8999"
23.07.2020,"8285,68","237,3492","0,1067","38,7522"
22.07.2020,"8242,45","228,3533","0,1072","38,8981"
21.07.2020,"8150,05","213,0881","0,1066","37,9568"
20.07.2020,"8013,29","206,4116","0,1028","36,6873"
19.07.2020,"8059,59","209,165","0,1082","37,2812"
18.07.2020,"8039,47","206,4207","0,1072","37,176"
17.07.2020,"8017,92","203,7234","0,1072","36,6787"
16.07.2020,"8025,41","205,1747","0,1106","36,9374"
15.07.2020,"8061,74","209,0685","0,1143","37,9672"
14.07.2020,"8119,58","210,824","0,1157","38,4797"
13.07.2020,"8152,21","211,4166","0,1098","38,7207"
12.07.2020,"8226,26","214,3612","0,1118","39,541"
11.07.2020,"8183,78","211,7573","0,1109","39,5207"
10.07.2020,"8222,2","213,2836","0,1047","39,1954"
09.07.2020,"8190,44","214,4955","0,1105","39,3037"
08.07.2020,"8330,35","217,9461","0,1144","39,9833"
07.07.2020,"8211,42","212,2138","0,1042","38,4828"
06.07.2020,"8266,38","213,6989","0,093","38,9957"
05.07.2020,"8083,05","202,6768","0,0874","37,0656"
04.07.2020,"8125,55","203,7087","0,0886","37,4248"
03.07.2020,"8072,28","200,1671","0,0858","36,5966"
02.07.2020,"8096,67","201,641","0,0838","36,521"
01.07.2020,"8212,01","205,1848","0,0852","37,1024"
30.06.2020,"8141,7","200,806","0,074","36,6664"
29.06.2020,"8169,19","202,7587","0,0749","37,2178"
28.06.2020,"8136,92","200,5452","0,0718","36,8706"
27.06.2020,"8040,71","196,9631","0,0693","36,6249"
26.06.2020,"8167,55","204,6681","0,0718","38,4377"
25.06.2020,"8243,37","207,2213","0,0727","37,7417"
24.06.2020,"8260,23","208,5714","0,0734","37,8781"
23.06.2020,"8507,26","214,9589","0,0733","39,039"
22.06.2020,"8599,88","215,9569","0,0741","39,3478"
21.06.2020,"8309,56","203,7589","0,0702","38,4342"
20.06.2020,"8373,29","204,7359","0,071","38,9778"
19.06.2020,"8317,57","204,5173","0,071","38,3139"
18.06.2020,"8378,46","206,4913","0,0733","38,7657"
17.06.2020,"8411,73","208,0086","0,0742","39,1834"
16.06.2020,"8459,87","208,895","0,0702","38,953"
15.06.2020,"8321,91","203,8123","0,0692","38,6244"
14.06.2020,"8308,28","206,1691","0,0683","39,1663"
13.06.2020,"8417,76","211,5611","0,0702","40,0557"
12.06.2020,"8412,82","211,1055","0,0705","39,7404"
11.06.2020,"8232,6","204,5367","0,0668","38,3692"
10.06.2020,"8699,01","217,8574","0,0735","41,0166"
09.06.2020,"8627,58","215,1758","0,0736","40,4857"
08.06.2020,"8660,85","218,2702","0,0765","41,1079"
07.06.2020,"8627,71","216,4252","0,0765","41,233"
06.06.2020,"8572,76","214,4317","0,0762","41,4337"
05.06.2020,"8535,28","212,7378","0,0757","41,5177"
04.06.2020,"8639,75","214,6899","0,0786","41,8458"
03.06.2020,"8605,51","217,6866","0,0759","41,933"
02.06.2020,"8523,09","212,5354","0,0702","41,1378"
01.06.2020,"9157,68","222,5483","0,0733","43,3016"
31.05.2020,"8514,09","208,7938","0,0666","41,0708"
30.05.2020,"8725,55","219,0218","0,0693","42,9387"
29.05.2020,"8490,49","198,6145","0,0582","40,0477"
28.05.2020,"8636,76","198,3529","0,0586","40,3533"
27.05.2020,"8345,91","188,9209","0,0501","39,7683"
26.05.2020,"8063,54","183,1284","0,0486","38,5213"
25.05.2020,"8169,59","187,2252","0,0496","39,4113"
24.05.2020,"8027,41","184,5974","0,0483","38,8217"
23.05.2020,"8430,57","189,4685","0,0507","40,2395"
22.05.2020,"8415,84","190,0955","0,0512","40,5548"
21.05.2020,"8277,21","181,6094","0,0477","39,0127"
20.05.2020,"8676,56","191,3789","0,0518","40,3015"
19.05.2020,"8960,37","196,2071","0,0517","41,8967"
18.05.2020,"8902,54","196,6572","0,0497","41,5048"
17.05.2020,"8930,75","191,2264","0,0474","40,3527"
16.05.2020,"8672,75","185,3265","0,0471","39,9714"
15.05.2020,"8581,66","179,5919","0,0466","39,4499"
14.05.2020,"9053,92","188,0245","0,0472","40,7268"
13.05.2020,"8606,17","184,592","0,0475","39,9902"
12.05.2020,"8122,82","174,739","0,0465","38,868"
11.05.2020,"7979,33","172,5859","0,0444","38,7351"
10.05.2020,"8086,75","173,788","0,044","38,9977"
09.05.2020,"8728,17","191,954","0,0472","42,8651"
08.05.2020,"8973,23","193,2376","0,0476","43,579"
07.05.2020,"9219,06","195,7465","0,0474","43,7192"
06.05.2020,"8473,76","184,1895","0,0463","41,6621"
05.05.2020,"8329,31","189,3826","0,0455","42,8613"
04.05.2020,"8150,42","189,4399","0,0455","43,0975"
03.05.2020,"8128,2","191,4507","0,0447","43,8451"
02.05.2020,"8117,3","193,3051","0,046","44,442"
01.05.2020,"7972,36","191,2038","0,0461","42,3984"
30.04.2020,"7887,63","188,4403","0,0436","42,2938"
29.04.2020,"8068,47","198,1315","0,0475","44,8714"
28.04.2020,"7176,54","182,0688","0,0436","42,2307"
27.04.2020,"7195,32","181,6652","0,0431","41,1176"
26.04.2020,"7120,21","182,6089","0,0424","41,2448"
25.04.2020,"6978,22","179,7011","0,0392","41,039"
24.04.2020,"6933,27","173,1476","0,0388","41,1059"
23.04.2020,"6928,55","171,7707","0,0377","39,808"
22.04.2020,"6589,4","168,8499","0,0339","38,6549"
21.04.2020,"6321,03","157,517","0,032","37,4578"
20.04.2020,"6308,28","157,1071","0,0315","37,1339"
19.04.2020,"6564,92","165,7965","0,0329","38,8938"
18.04.2020,"6675,89","172,6577","0,0336","40,6082"
17.04.2020,"6483,14","157,2375","0,0318","38,8861"
16.04.2020,"6543,91","158,477","0,0316","39,1243"
15.04.2020,"6088,07","140,447","0,0293","36,0439"
14.04.2020,"6268,78","144,131","0,03","37,4887"
