Datum,Emittent,Pfandbriefart,Fälligkeit,Spread,,ausstehendes Volumen,Kupon,,ISIN
03.01.2024,BAYERN LB,HypPfe,30.04.2031,19,5,500000000,0,50,DE000BLB6JK8
03.01.2024,BAYERN LB,OePfe,22.05.2029,20,9,500000000,3,0,DE000BLB6JV5
03.01.2024,BAYERN LB,OePfe,20.05.2030,18,2,500000000,0,200,DE000BLB6JM4
03.01.2024,BERLIN HYP,HypPfe,23.02.2029,16,6,500000000,0,625,DE000BHY0JD5
03.01.2024,BERLIN HYP,HypPfe,23.08.2028,15,6,500000000,3,375,DE000BHY0SC8
03.01.2024,BERLIN HYP,HypPfe,29.05.2029,18,2,500000000,0,375,DE000BHY0BQ4
03.01.2024,BERLIN HYP,HypPfe,10.05.2032,21,0,750000000,1,750,DE000BHY0SB0
03.01.2024,BERLIN HYP,HypPfe,25.08.2025,-1,7,1000000000,1,250,DE000BHY0GK6
03.01.2024,BERLIN HYP,HypPfe,19.05.2033,21,9,750000000,0,250,DE000BHY0HW9
03.01.2024,BERLIN HYP,HypPfe,07.07.2028,15,1,500000000,0,10,DE000BHY0GD1
03.01.2024,BERLIN HYP,HypPfe,17.02.2027,9,5,500000000,0,10,DE000BHY0B14
03.01.2024,BERLIN HYP,HypPfe,10.01.2033,22,5,500000000,3,0,DE000BHY0GM2
03.01.2024,BERLIN HYP,HypPfe,22.10.2025,3,7,500000000,0,625,DE000BHY0GC3
03.01.2024,BERLIN HYP,HypPfe,11.05.2026,0,0,500000000,3,0,DE000BHY0SP0
03.01.2024,BERLIN HYP,HypPfe,27.01.2031,20,9,500000000,0,10,DE000BHY0C47
03.01.2024,BERLIN HYP,HypPfe,24.08.2026,9,4,750000000,0,10,DE000BHY0HZ2
03.01.2024,BERLIN HYP,HypPfe,18.01.2030,17,8,1000000000,0,125,DE000BHY0H34
03.01.2024,BERLIN HYP,HypPfe,25.10.2027,12,0,750000000,3,0,DE000BHY0JW5
03.01.2024,BERLIN HYP,HypPfe,19.07.2027,11,3,500000000,0,10,DE000BHY0GL4
03.01.2024,BERLIN HYP,HypPfe,07.03.2028,14,6,750000000,3,375,DE000BHY0JY1
03.01.2024,BERLIN HYP,HypPfe,02.09.2030,20,1,500000000,0,10,DE000BHY0GX9
03.01.2024,BERLIN HYP,HypPfe,21.02.2025,-2,3,500000000,0,375,DE000BHY0MQ1
03.01.2024,BERLIN HYP,HypPfe,24.01.2028,13,7,500000000,0,10,DE000BHY0GE9
03.01.2024,BERLIN HYP,HypPfe,26.02.2026,3,5,500000000,0,750,DE000BHY0MX7
03.01.2024,BERLIN HYP,HypPfe,24.05.2030,21,7,750000000,2,875,DE000BHY0GT7
03.01.2024,COMMERZBANK,HypPfe,28.08.2028,24,0,1250000000,3,375,DE000CZ43Z72
03.01.2024,COMMERZBANK,HypPfe,11.03.2030,24,4,1250000000,0,10,DE000CZ45VS1
03.01.2024,COMMERZBANK,HypPfe,15.03.2027,16,9,1500000000,0,500,DE000CZ45W16
03.01.2024,COMMERZBANK,HypPfe,12.01.2032,28,7,1000000000,0,250,DE000CZ45WY7
03.01.2024,COMMERZBANK,HypPfe,13.06.2033,32,1,750000000,3,125,DE000CZ43Z23
03.01.2024,COMMERZBANK,HypPfe,09.05.2029,24,4,500000000,0,50,DE000CZ45VF8
03.01.2024,COMMERZBANK,HypPfe,13.10.2028,23,2,750000000,2,875,DE000CZ43ZF4
03.01.2024,COMMERZBANK,HypPfe,28.04.2026,3,9,1000000000,2,875,DE000CZ43ZS7
03.01.2024,COMMERZBANK,HypPfe,24.08.2027,19,3,1000000000,0,625,DE000CZ40MB7
03.01.2024,COMMERZBANK,HypPfe,08.12.2025,2,1,1000000000,2,750,DE000CZ43ZJ6
03.01.2024,COMMERZBANK,HypPfe,08.09.2025,1,7,500000000,0,875,DE000CZ40KZ0
03.01.2024,COMMERZBANK,HypPfe,15.12.2026,12,2,750000000,0,125,DE000CZ40LQ7
03.01.2024,COMMERZBANK,HypPfe,09.01.2034,34,4,1000000000,1,250,DE000CZ40NP5
03.01.2024,COMMERZBANK,HypPfe,28.05.2025,2,4,1000000000,0,625,DE000CZ40MU7
03.01.2024,COMMERZBANK,HypPfe,01.09.2032,30,1,1000000000,2,250,DE000CZ45W99
03.01.2024,COMMERZBANK,HypPfe,09.06.2026,10,9,1000000000,0,500,DE000CZ40LG8
03.01.2024,COMMERZBANK,HypPfe,18.04.2028,19,2,750000000,0,875,DE000CZ40MQ5
03.01.2024,COMMERZBANK,HypPfe,13.03.2025,3,0,500000000,0,625,DE000CZ40MN2
03.01.2024,COMMERZBANK,HypPfe,20.04.2029,25,8,1250000000,3,125,DE000CZ43ZX7
03.01.2024,COMMERZBANK,OePfe,12.12.2025,3,6,750000000,3,375,DE000CZ43Z15
03.01.2024,DEUTSCHE BANK AG,HypPfe,09.06.2026,11,4,750000000,0,500,DE000DL19S01
03.01.2024,DEUTSCHE BANK AG,HypPfe,21.01.2030,23,2,500000000,0,125,DE000DL19U31
03.01.2024,DEUTSCHE BANK AG,HypPfe,20.09.2027,18,3,1000000000,2,250,DE000A30VPC2
03.01.2024,DEUTSCHE BANK AG,HypPfe,20.09.2032,28,8,500000000,2,500,DE000A30VPD0
03.01.2024,DEUTSCHE BANK AG,HypPfe,19.10.2026,11,7,500000000,3,125,DE000A351NR4
03.01.2024,DEUTSCHE BANK AG,HypPfe,22.01.2026,9,1,500000000,0,500,DE000DL19UM9
03.01.2024,DEUTSCHE BANK AG,HypPfe,30.06.2037,40,3,800000000,2,625,DE000DL19WV6
03.01.2024,DEUTSCHE BANK AG,HypPfe,28.03.2028,21,2,1000000000,3,0,DE000A30V2V0
03.01.2024,DEUTSCHE BANK AG,HypPfe,02.10.2029,22,8,500000000,0,10,DE000DL19UW8
03.01.2024,DEUTSCHE BANK AG,HypPfe,19.05.2033,32,6,500000000,3,125,DE000A351TP5
03.01.2024,DEUTSCHE BANK AG,HypPfe,13.03.2029,27,4,500000000,3,375,DE000A352BT3
03.01.2024,DEUTSCHE BANK AG,HypPfe,21.08.2025,5,7,500000000,0,625,DE000DL19T67
03.01.2024,DKB,HypPfe,31.01.2035,27,8,500000000,3,0,DE000SCB0047
03.01.2024,DKB,HypPfe,05.05.2032,21,8,500000000,1,625,DE000SCB0039
03.01.2024,DKB,HypPfe,19.03.2027,11,2,500000000,0,500,DE000DKB0432
03.01.2024,DKB,OePfe,07.11.2029,17,8,500000000,0,10,DE000SCB0021
03.01.2024,DKB,OePfe,02.10.2028,16,4,500000000,0,875,DE000SCB0005
03.01.2024,DZHYP,HypPfe,29.06.2029,21,6,750000000,0,50,DE000A2TSDV6
03.01.2024,DZHYP,HypPfe,15.01.2027,14,1,1000000000,0,10,DE000A2TSDW4
03.01.2024,DZHYP,HypPfe,31.05.2033,27,4,500000000,3,250,DE000A3MQU45
03.01.2024,DZHYP,OePfe,10.11.2034,29,9,500000000,0,375,DE000A2TSDZ7
03.01.2024,DZHYP,HypPfe,23.06.2028,18,2,1000000000,0,10,DE000A289PA7
03.01.2024,DZHYP,HypPfe,18.01.2030,21,7,750000000,0,875,DE000A13SR38
03.01.2024,DZHYP,HypPfe,21.11.2029,21,8,1000000000,0,750,DE000A3MP619
03.01.2024,DZHYP,HypPfe,12.09.2025,1,5,1000000000,0,10,DE000A289PC3
03.01.2024,DZHYP,HypPfe,30.08.2027,15,2,750000000,0,625,DE000A2BPJ86
03.01.2024,DZHYP,HypPfe,31.08.2026,12,4,500000000,0,100,DE000A2AAX45
03.01.2024,DZHYP,HypPfe,13.11.2025,4,2,1000000000,0,500,DE000A2G9HE4
03.01.2024,DZHYP,HypPfe,31.03.2026,10,1,500000000,0,375,DE000A14KKM9
03.01.2024,DZHYP,HypPfe,30.09.2026,11,9,500000000,0,500,DE000A2AAW53
03.01.2024,DZHYP,HypPfe,30.06.2027,14,2,500000000,0,750,DE000A2G9HD6
03.01.2024,DZHYP,HypPfe,22.03.2028,17,0,750000000,0,875,DE000A2GSP56
03.01.2024,DZHYP,HypPfe,30.11.2032,26,3,500000000,3,0,DE000A3MQUZ8
03.01.2024,DZHYP,HypPfe,27.10.2028,19,3,1000000000,0,10,DE000A289PH2
03.01.2024,DZHYP,HypPfe,12.11.2027,17,6,500000000,0,10,DE000A2TSDY0
03.01.2024,DZHYP,HypPfe,30.01.2029,21,6,750000000,0,875,DE000A2G9HL9
03.01.2024,DZHYP,HypPfe,29.03.2030,22,2,1000000000,0,10,DE000A3H2TK9
03.01.2024,DZHYP,HypPfe,20.04.2029,20,3,1000000000,0,10,DE000A3H2TQ6
03.01.2024,DZHYP,HypPfe,17.04.2034,29,9,500000000,0,875,DE000A2NB841
03.01.2024,DZHYP,HypPfe,31.01.2028,17,6,500000000,3,375,DE000A351XK8
03.01.2024,DZHYP,HypPfe,16.01.2026,0,6,500000000,3,0,DE000A3MQUY1
03.01.2024,DZHYP,HypPfe,30.07.2027,16,5,500000000,3,250,DE000A351XS1
03.01.2024,DZHYP,HypPfe,02.02.2026,7,2,875000000,0,750,DE000A161ZQ3
03.01.2024,DZHYP,OePfe,29.10.2027,15,8,500000000,3,0,DE000A3MQU11
03.01.2024,DZHYP,HypPfe,26.10.2026,15,1,1000000000,0,10,DE000A3E5UY4
03.01.2024,DZHYP,HypPfe,01.04.2027,15,4,750000000,0,500,DE000A14J5J4
03.01.2024,DZHYP,HypPfe,28.11.2031,25,0,750000000,2,500,DE000A3MQUX3
03.01.2024,DZHYP,HypPfe,30.05.2031,23,9,750000000,1,625,DE000A3MP684
03.01.2024,DZHYP,HypPfe,15.11.2030,21,7,750000000,0,10,DE000A3E5UU2
03.01.2024,HASPA,HypPfe,30.03.2027,10,3,500000000,0,750,DE000A3MQYT3
03.01.2024,HASPA,HypPfe,15.09.2028,15,4,500000000,3,0,DE000A351M80
03.01.2024,HASPA,HypPfe,11.02.2028,13,7,500000000,0,10,DE000A254YU1
03.01.2024,HCOB,HypPfe,01.07.2026,20,7,500000000,3,125,DE000HCB0BP2
03.01.2024,HCOB,HypPfe,01.02.2028,34,1,500000000,3,375,DE000HCB0BV0
03.01.2024,HCOB,HypPfe,02.11.2028,30,7,500000000,0,100,DE000HCB0BC0
03.01.2024,HCOB,HypPfe,20.07.2027,27,9,500000000,2,0,DE000HCB0BN7
03.01.2024,HCOB,HypPfe,19.01.2027,23,6,500000000,0,10,DE000HCB0BH9
03.01.2024,HELABA,OePfe,31.08.2027,15,7,750000000,3,500,XS2711420054
03.01.2024,HELABA,HypPfe,25.09.2025,2,4,1000000000,0,500,XS1883355601
03.01.2024,HELABA,HypPfe,19.01.2037,34,2,1000000000,0,500,XS2433240764
03.01.2024,HELABA,OePfe,20.03.2028,17,7,1000000000,0,875,XS1793273092
03.01.2024,HELABA,HypPfe,21.09.2026,8,8,1500000000,2,375,XS2536375368
03.01.2024,HELABA,OePfe,26.09.2029,20,4,1000000000,0,10,XS2056484889
03.01.2024,HELABA,OePfe,22.01.2030,19,6,750000000,0,125,XS2106579670
03.01.2024,HELABA,OePfe,16.01.2026,5,6,750000000,0,500,XS1936186425
03.01.2024,HELABA,OePfe,20.01.2028,16,6,1000000000,3,375,XS2673929944
03.01.2024,HELABA,HypPfe,22.01.2025,-4,9,1250000000,0,10,XS2106576494
03.01.2024,HELABA,HypPfe,12.01.2027,12,2,1000000000,0,625,XS1548773982
03.01.2024,HELABA,HypPfe,19.07.2027,13,6,1250000000,0,10,XS2433126807
03.01.2024,HVB,HypPfe,11.01.2029,22,9,1000000000,0,875,DE000HV2ARM0
03.01.2024,HVB,HypPfe,17.05.2027,22,0,750000000,3,0,DE000HV2AZT8
03.01.2024,HVB,HypPfe,28.09.2026,14,7,500000000,0,10,DE000HV2AYN4
03.01.2024,HVB,OePfe,23.02.2027,18,4,1000000000,0,500,DE000HV2AYU9
03.01.2024,HVB,HypPfe,22.05.2034,29,4,1000000000,0,850,DE000HV2ASK2
03.01.2024,HVB,HypPfe,20.11.2025,5,2,750000000,0,625,DE000HV2ART5
03.01.2024,HVB,HypPfe,15.09.2028,20,6,1000000000,0,10,DE000HV2ATM6
03.01.2024,HVB,HypPfe,04.05.2026,13,5,750000000,0,500,DE000HV2AMT6
03.01.2024,HVB,HypPfe,27.04.2028,21,0,500000000,2,625,DE000HV2AY12
03.01.2024,HVB,HypPfe,10.03.2031,23,6,750000000,0,10,DE000HV2AYD5
03.01.2024,HVB,HypPfe,13.07.2026,14,1,1000000000,3,0,DE000HV2AZC4
03.01.2024,HVB,HypPfe,21.05.2029,23,7,500000000,0,10,DE000HV2AYJ2
03.01.2024,HVB,HypPfe,21.01.2036,30,1,500000000,0,10,DE000HV2AX54
03.01.2024,HVB,HypPfe,24.06.2030,22,6,1000000000,0,10,DE000HV2AYA1
03.01.2024,HVB,HypPfe,27.02.2026,9,7,750000000,2,750,DE000HV2AY79
03.01.2024,HVB,HypPfe,07.06.2027,19,6,500000000,1,375,DE000HV2AYZ8
03.01.2024,HVB,HypPfe,17.01.2033,25,7,1000000000,0,375,DE000HV2AYS3
03.01.2024,HVB,HypPfe,20.08.2025,-1,3,1250000000,3,125,DE000HV2AZG5
03.01.2024,HVB,HypPfe,15.01.2032,25,1,1500000000,0,250,DE000HV2AS10
03.01.2024,ING-DiBa,HypPfe,09.10.2033,33,3,500000000,1,250,DE000A1KRJS2
03.01.2024,ING-DiBa,HypPfe,23.05.2039,38,7,750000000,1,0,DE000A1KRJU8
03.01.2024,ING-DiBa,HypPfe,16.11.2026,9,2,500000000,0,250,DE000A1KRJQ6
03.01.2024,ING-DiBa,HypPfe,07.10.2028,19,2,1250000000,0,10,DE000A1KRJV6
03.01.2024,ING-DiBa,HypPfe,25.02.2029,20,7,1500000000,0,250,DE000A2YNWA1
03.01.2024,ING-DiBa,HypPfe,15.02.2028,21,3,1000000000,3,250,DE000A2YNWC7
03.01.2024,ING-DiBa,HypPfe,13.09.2030,23,7,1000000000,2,375,DE000A2YNWB9
03.01.2024,ING-DiBa,HypPfe,23.05.2027,12,9,750000000,0,125,DE000A1KRJT0
03.01.2024,LBBW,OePfe,15.09.2025,3,1,1000000000,0,875,DE000LB06CF2
03.01.2024,LBBW,HypPfe,16.07.2027,13,8,750000000,0,10,DE000LB2CQG8
03.01.2024,LBBW,HypPfe,27.02.2025,-1,2,1000000000,0,375,DE000LB1DSM2
03.01.2024,LBBW,HypPfe,18.09.2028,18,1,650000000,0,10,DE000LB2CMY0
03.01.2024,LBBW,HypPfe,28.02.2028,15,9,1000000000,1,750,DE000LB2ZV93
03.01.2024,LBBW,OePfe,27.06.2033,27,3,500000000,3,250,DE000LB387C2
03.01.2024,LBBW,HypPfe,14.01.2026,6,6,750000000,0,375,DE000LB125N3
03.01.2024,LBBW,OePfe,04.11.2026,7,4,750000000,3,250,DE000LB386A8
03.01.2024,LBBW,HypPfe,23.03.2026,3,8,1000000000,2,875,DE000LB384E5
03.01.2024,LBBW,HypPfe,24.07.2029,20,0,750000000,0,125,DE000LB2ZSM3
03.01.2024,LBBW,OePfe,26.02.2027,11,7,1000000000,2,375,DE000LB38077
03.01.2024,LBBW,OePfe,17.06.2026,6,3,500000000,0,10,DE000LB2CTH0
03.01.2024,LBBW,HypPfe,27.09.2027,13,1,500000000,3,250,DE000LB387B4
03.01.2024,LBBW,HypPfe,10.01.2025,-6,1,1000000000,0,250,DE000LB1M2X2
03.01.2024,MUENCHENERHYP,HypPfe,28.08.2026,9,9,500000000,3,500,DE000MHB36J8
03.01.2024,MUENCHENERHYP,HypPfe,14.08.2030,20,8,750000000,3,0,DE000MHB35J0
03.01.2024,MUENCHENERHYP,HypPfe,07.05.2027,11,5,750000000,0,625,DE000MHB18J6
03.01.2024,MUENCHENERHYP,HypPfe,01.02.2029,16,6,750000000,0,125,DE000MHB29J3
03.01.2024,MUENCHENERHYP,HypPfe,23.10.2026,10,8,750000000,0,625,DE000MHB19J4
03.01.2024,MUENCHENERHYP,HypPfe,04.08.2027,9,8,1000000000,3,0,DE000MHB32J7
03.01.2024,MUENCHENERHYP,HypPfe,23.11.2028,18,6,500000000,3,250,DE000MHB37J6
03.01.2024,MUENCHENERHYP,HypPfe,18.04.2039,33,9,500000000,1,0,DE000MHB22J8
03.01.2024,MUENCHENERHYP,HypPfe,02.11.2040,34,4,500000000,0,10,DE000MHB26J9
03.01.2024,MUENCHENERHYP,HypPfe,14.08.2029,17,9,750000000,3,125,DE000MHB34J3
03.01.2024,MUENCHENERHYP,HypPfe,04.07.2028,17,5,1000000000,2,500,DE000MHB10J3
03.01.2024,MUENCHENERHYP,HypPfe,10.11.2027,13,2,750000000,0,625,DE000MHB20J2
03.01.2024,MUENCHENERHYP,HypPfe,14.02.2030,16,0,1000000000,1,250,DE000MHB30J1
03.01.2024,MUENCHENERHYP,HypPfe,05.09.2035,27,7,500000000,0,125,DE000MHB25J1
03.01.2024,MUENCHENERHYP,HypPfe,25.08.2032,22,0,1200000000,1,875,DE000MHB31J9
03.01.2024,MUENCHENERHYP,HypPfe,19.10.2039,33,5,750000000,0,10,DE000MHB27J7
03.01.2024,MUENCHENERHYP,HypPfe,24.09.2025,-3,6,1225000000,2,750,DE000MHB33J5
03.01.2024,MUENCHENERHYP,HypPfe,02.05.2036,29,0,500000000,0,250,DE000MHB28J5
03.01.2024,MUENCHENERHYP,HypPfe,22.04.2026,5,8,750000000,0,500,DE000MHB17J8
03.01.2024,MUENCHENERHYP,HypPfe,14.03.2025,0,7,750000000,0,500,DE000MHB13J7
03.01.2024,NORD/LB,OePfe,18.01.2027,14,2,800000000,0,625,DE000NLB8739
03.01.2024,NORD/LB,HypPfe,20.06.2025,3,8,750000000,0,375,DE000DHY4861
03.01.2024,NORD/LB,HypPfe,20.02.2026,0,7,500000000,3,125,DE000NLB4RJ4
03.01.2024,NORD/LB,HypPfe,23.09.2026,11,4,500000000,0,10,DE000NLB3UX1
03.01.2024,NORD/LB,HypPfe,03.11.2025,0,7,500000000,1,375,DE000NLB3ZZ5
03.01.2024,NORD/LB,OePfe,20.09.2027,15,5,500000000,2,500,DE000NLB3Z75
03.01.2024,NORD/LB,OePfe,28.10.2026,12,2,750000000,0,250,DE000NLB85X6
03.01.2024,NORD/LB,HypPfe,05.03.2029,20,0,750000000,0,750,DE000DHY5025
03.01.2024,NORD/LB,HypPfe,18.02.2027,13,7,500000000,0,10,DE000DHY5074
03.01.2024,NORD/LB,HypPfe,29.06.2026,11,7,750000000,0,500,DE000DHY4960
03.01.2024,NORD/LB,HypPfe,19.03.2030,24,0,500000000,2,875,DE000NLB34Y2
03.01.2024,NORD/LB,HypPfe,18.01.2028,17,9,1000000000,0,750,DE000NLB2TD7
03.01.2024,PBB,HypPfe,19.01.2029,46,8,500000000,2,875,DE000A30WF68
03.01.2024,PBB,HypPfe,25.08.2026,28,0,500000000,0,10,DE000A3E5K73
03.01.2024,PBB,OePfe,29.05.2028,46,1,700000000,2,375,DE000A1R06C5
03.01.2024,PBB,HypPfe,28.10.2027,44,8,500000000,3,625,DE000A31RJZ2
03.01.2024,PBB,HypPfe,13.10.2026,38,3,500000000,3,625,DE000A31RJS7
03.01.2024,PBB,HypPfe,21.01.2028,43,3,750000000,0,100,DE000A2YNVY3
03.01.2024,PBB,HypPfe,30.08.2027,40,2,600000000,0,625,DE000A2GSLV6
03.01.2024,PBB,OePfe,20.04.2035,49,7,800000000,1,250,DE000A13SWG1
03.01.2024,PBB,HypPfe,16.10.2025,19,9,500000000,0,10,DE000A2YNVM8
03.01.2024,PBB,HypPfe,25.01.2027,39,5,500000000,3,0,DE000A30WF27
03.01.2024,PBB,HypPfe,14.04.2026,27,9,750000000,1,0,DE000A3T0YH5
03.01.2024,PBB,HypPfe,01.03.2027,40,9,750000000,1,750,DE000A30WFU3
03.01.2024,SANTANCB,HypPfe,14.02.2030,11,0,500000000,0,50,XS2114143758
03.01.2024,SPK PFCW,HypPfe,11.05.2029,28,5,500000000,3,0,DE000A351TH2
03.01.2024,WUESTBSPK,HypPfe,20.10.2027,19,7,500000000,0,10,DE000WBP0A79
03.01.2024,WUESTBSPK,HypPfe,28.11.2028,32,6,500000000,3,375,DE000WBP0BK9
03.01.2024,WUESTBSPK,HypPfe,19.10.2029,28,4,500000000,0,125,DE000WBP0BB8
04.01.2024,Aareal Bank,HypPfe,18.05.2026,28,2,500000000,3,875,DE000AAR0397
04.01.2024,Aareal Bank,HypPfe,13.02.2026,17,0,750000000,3,125,DE000AAR0389
04.01.2024,Aareal Bank,HypPfe,11.10.2027,37,1,750000000,3,0,DE000AAR0371
04.01.2024,Aareal Bank,HypPfe,01.02.2029,41,0,750000000,1,375,DE000AAR0330
04.01.2024,Aareal Bank,HypPfe,15.07.2025,16,7,500000000,0,375,DE000AAR0215
04.01.2024,Aareal Bank,HypPfe,03.08.2026,28,1,500000000,0,10,DE000AAR0272
04.01.2024,Aareal Bank,HypPfe,01.02.2028,38,9,500000000,0,10,DE000AAR0280
04.01.2024,Aareal Bank,HypPfe,08.07.2027,35,1,500000000,0,10,DE000AAR0256
04.01.2024,Aareal Bank,HypPfe,15.09.2028,41,1,500000000,0,10,DE000AAR0306
04.01.2024,Aareal Bank,HypPfe,14.09.2029,43,3,625000000,2,375,DE000AAR0363
04.01.2024,Aareal Bank,HypPfe,01.02.2027,36,5,500000000,2,250,DE000AAR0348
04.01.2024,Aareal Bank,HypPfe,01.02.2030,41,4,750000000,0,125,DE000AAR0314
04.01.2024,APOBANK,HypPfe,06.02.2029,19,2,500000000,0,10,XS2113737097
04.01.2024,APOBANK,HypPfe,05.07.2028,18,1,500000000,0,750,XS1852086211
04.01.2024,APOBANK,HypPfe,05.10.2027,15,2,500000000,0,750,XS1693853944
04.01.2024,APOBANK,HypPfe,14.02.2025,5,2,500000000,0,500,XS1770021860
04.01.2024,APOBANK,HypPfe,13.11.2029,20,2,500000000,0,50,XS2079126467
04.01.2024,BAUSCH,HypPfe,13.09.2029,16,1,500000000,2,375,DE000A30VN02
04.01.2024,BAUSCH,HypPfe,27.04.2033,30,9,500000000,0,200,DE000A3E5S18
04.01.2024,BAUSCH,HypPfe,22.10.2030,22,4,500000000,0,10,DE000A3H24G6
04.01.2024,BAUSCH,HypPfe,24.06.2032,27,6,500000000,2,875,DE000A30V8H6
04.01.2024,BAUSCH,HypPfe,28.10.2031,24,9,500000000,0,200,DE000A3MP6H1
04.01.2024,BAUSCH,HypPfe,17.05.2034,36,3,500000000,2,0,DE000A30VH59
04.01.2024,BAYERN LB,OePfe,05.02.2029,18,3,500000000,0,750,DE000BLB6JH4
04.01.2024,BAYERN LB,OePfe,19.03.2025,2,5,500000000,0,500,DE000BLB6JD3
04.01.2024,BAYERN LB,HypPfe,19.10.2027,11,3,500000000,3,125,DE000BLB6JT9
04.01.2024,BAYERN LB,OePfe,10.09.2025,4,7,500000000,0,875,DE000BLB6H95
04.01.2024,BAYERN LB,OePfe,12.01.2033,23,0,500000000,2,875,DE000BLB6JR3
04.01.2024,BAYERN LB,OePfe,02.11.2029,19,0,500000000,0,125,DE000BLB6JL6
04.01.2024,BAYERN LB,OePfe,01.09.2031,19,7,500000000,2,125,DE000BLB6JQ5
04.01.2024,BAYERN LB,HypPfe,14.01.2025,0,2,500000000,0,250,DE000BLB6JG6
04.01.2024,BAYERN LB,OePfe,19.07.2027,11,6,500000000,0,625,DE000BLB6JE1
04.01.2024,BAYERN LB,OePfe,20.01.2026,6,0,500000000,0,750,DE000BLB6JB7
04.01.2024,BAYERN LB,OePfe,19.01.2028,18,5,650000000,0,750,DE000BLB6JC5
04.01.2024,BAYERN LB,OePfe,28.06.2032,19,0,500000000,2,500,DE000BLB6JP7
04.01.2024,BAYERN LB,HypPfe,11.01.2027,10,5,500000000,3,500,DE000BLB6J02
04.01.2024,BAYERN LB,HypPfe,30.04.2031,19,9,500000000,0,50,DE000BLB6JK8
04.01.2024,BAYERN LB,OePfe,22.05.2029,21,0,500000000,3,0,DE000BLB6JV5
04.01.2024,BAYERN LB,OePfe,20.05.2030,19,0,500000000,0,200,DE000BLB6JM4
04.01.2024,BERLIN HYP,HypPfe,23.02.2029,16,8,500000000,0,625,DE000BHY0JD5
04.01.2024,BERLIN HYP,HypPfe,23.08.2028,15,7,500000000,3,375,DE000BHY0SC8
04.01.2024,BERLIN HYP,HypPfe,29.05.2029,18,2,500000000,0,375,DE000BHY0BQ4
04.01.2024,BERLIN HYP,HypPfe,10.05.2032,20,8,750000000,1,750,DE000BHY0SB0
04.01.2024,BERLIN HYP,HypPfe,25.08.2025,-1,7,1000000000,1,250,DE000BHY0GK6
04.01.2024,BERLIN HYP,HypPfe,19.05.2033,21,9,750000000,0,250,DE000BHY0HW9
04.01.2024,BERLIN HYP,HypPfe,07.07.2028,15,2,500000000,0,10,DE000BHY0GD1
04.01.2024,BERLIN HYP,HypPfe,17.02.2027,9,4,500000000,0,10,DE000BHY0B14
04.01.2024,BERLIN HYP,HypPfe,10.01.2033,22,7,500000000,3,0,DE000BHY0GM2
04.01.2024,BERLIN HYP,HypPfe,22.10.2025,3,7,500000000,0,625,DE000BHY0GC3
04.01.2024,BERLIN HYP,HypPfe,11.05.2026,0,2,500000000,3,0,DE000BHY0SP0
04.01.2024,BERLIN HYP,HypPfe,27.01.2031,21,0,500000000,0,10,DE000BHY0C47
04.01.2024,BERLIN HYP,HypPfe,24.08.2026,9,4,750000000,0,10,DE000BHY0HZ2
04.01.2024,BERLIN HYP,HypPfe,18.01.2030,18,2,1000000000,0,125,DE000BHY0H34
04.01.2024,BERLIN HYP,HypPfe,25.10.2027,12,0,750000000,3,0,DE000BHY0JW5
04.01.2024,BERLIN HYP,HypPfe,19.07.2027,11,9,500000000,0,10,DE000BHY0GL4
04.01.2024,BERLIN HYP,HypPfe,07.03.2028,15,0,750000000,3,375,DE000BHY0JY1
04.01.2024,BERLIN HYP,HypPfe,02.09.2030,20,3,500000000,0,10,DE000BHY0GX9
04.01.2024,BERLIN HYP,HypPfe,21.02.2025,-2,1,500000000,0,375,DE000BHY0MQ1
04.01.2024,BERLIN HYP,HypPfe,24.01.2028,13,7,500000000,0,10,DE000BHY0GE9
04.01.2024,BERLIN HYP,HypPfe,26.02.2026,3,3,500000000,0,750,DE000BHY0MX7
04.01.2024,BERLIN HYP,HypPfe,24.05.2030,21,6,750000000,2,875,DE000BHY0GT7
04.01.2024,COMMERZBANK,OePfe,11.01.2027,20,6,1000000000,2,750,DE000CZ439N1
04.01.2024,COMMERZBANK,HypPfe,28.08.2028,23,9,1250000000,3,375,DE000CZ43Z72
04.01.2024,COMMERZBANK,HypPfe,11.03.2030,24,6,1250000000,0,10,DE000CZ45VS1
04.01.2024,COMMERZBANK,HypPfe,15.03.2027,16,9,1500000000,0,500,DE000CZ45W16
04.01.2024,COMMERZBANK,HypPfe,12.01.2032,28,7,1000000000,0,250,DE000CZ45WY7
04.01.2024,COMMERZBANK,HypPfe,13.06.2033,32,0,750000000,3,125,DE000CZ43Z23
04.01.2024,COMMERZBANK,HypPfe,09.05.2029,24,6,500000000,0,50,DE000CZ45VF8
04.01.2024,COMMERZBANK,HypPfe,13.10.2028,23,2,750000000,2,875,DE000CZ43ZF4
04.01.2024,COMMERZBANK,HypPfe,28.04.2026,3,8,1000000000,2,875,DE000CZ43ZS7
04.01.2024,COMMERZBANK,HypPfe,24.08.2027,19,3,1000000000,0,625,DE000CZ40MB7
04.01.2024,COMMERZBANK,HypPfe,08.12.2025,2,3,1000000000,2,750,DE000CZ43ZJ6
04.01.2024,COMMERZBANK,HypPfe,08.09.2025,1,8,500000000,0,875,DE000CZ40KZ0
04.01.2024,COMMERZBANK,HypPfe,15.12.2026,12,2,750000000,0,125,DE000CZ40LQ7
04.01.2024,COMMERZBANK,HypPfe,09.01.2034,34,4,1000000000,1,250,DE000CZ40NP5
