Date,Microsoft,JP Morgan,Toyota,AXA,Siemens-Bond,Microsoft Bond,ExxonMobil Bond,Germany Bond
06.10.2022,"253,1","110,32","13,88","23,235","74,444","105,834","91,831","57,882"
05.10.2022,"252,75","111,6","13,9","23,345","74,788","105,834","92,067","58,014"
04.10.2022,"248,95","112,64","13,9","23,29","76,201","106,51","92,33","59,665"
03.10.2022,"246,4","109,44","13,736","22,28","75,269","105,788","91,75","59,838"
30.09.2022,"237,85","108,88","13,6","22,51","73,495","105,46","91,535","57,153"
29.09.2022,"242,5","107,96","13,612","22,515","72,415","105,472","91,45","56,324"
28.09.2022,"246,5","110,9","14,048","22,985","73,968","105,161","91,255","57,962"
27.09.2022,"245,85","110,22","14,002","23,05","73,957","107,62","91,46","57,588"
26.09.2022,248,"111,06","14,07","23,545","75,338","108,54","91,78","60,126"
23.09.2022,"245,2","112,64","14,032","24,095","76,542","108,643","92,197","60,734"
22.09.2022,246,"112,88","14,05","24,795","77,32",110,"92,751","60,506"
21.09.2022,"243,55","114,06","13,89","24,78","78,5",110,"92,979","61,249"
20.09.2022,"243,45","116,06","14,02","24,83","78,5",110,"93,03","59,721"
19.09.2022,"243,1","117,76","14,116","24,87","78,5",110,"93,295","61,912"
16.09.2022,"244,5","116,84","14,32","25,3","79,006","110,93","93,33","62,432"
15.09.2022,"245,45","116,46","14,05","25,315","79,173","110,567","93,36","62,863"
14.09.2022,"251,8","116,24","14,1","25,28","79,544","110,31","93,36","63,024"
13.09.2022,"253,4","116,6","13,95","25,375","79,347","111,568","93,5","61,831"
12.09.2022,"263,05","119,12","14,3","25,34","80,283","111,568","94,04","62,074"
09.09.2022,"263,05","118,6","14,434","24,845","79,446","111,568","94,075","61,368"
08.09.2022,"257,3","118,88","14,5","24,12","78,191","111,56","94,16","64,019"
07.09.2022,"258,4","115,68","14,2","23,86","78,916","111,56","93,885","63,3"
06.09.2022,"256,25","114,78","14,554","23,85","78,286","112,92","94,19","62,703"
05.09.2022,"259,2","114,84","14,53","23,415","78,593","112,92","94,38","62,747"
02.09.2022,"256,7","114,02","14,706","23,64","79,176","112,92","94,09","63,181"
01.09.2022,"259,3","115,02","14,75","23,26","78,666","112,92","94,2","62,756"
31.08.2022,"261,8","114,8","15,196","23,635","79,373","115,05","94,845","63,925"
30.08.2022,"262,1","114,1","14,896","23,635","79,944","115,05","94,9","64,399"
29.08.2022,"266,5","114,38","15,108","23,135","81,972","115,197","94,93","64,508"
26.08.2022,"269,25","115,72","15,016","23,805","83,298","115,197","95,295","65,424"
25.08.2022,"277,3","118,76","15,5","23,69","83,613","115,197","95,25","65,78"
24.08.2022,"277,8","116,04","15,444","23,62","82,889","115,197","95,3","66,033"
23.08.2022,"278,2",116,"15,262","23,91","82,976","115,197","95,36","66,243"
22.08.2022,"279,95","117,28","15,47","23,64","83,791","115,42","95,57","66,952"
19.08.2022,"285,2","118,02","15,328","24,14","85,342","116,451","95,79","67,451"
18.08.2022,"288,25","120,12","15,6","24,4","87,26","117,11","96,11","69,562"
17.08.2022,"286,15","120,3","15,8","24,42","87,16","117,682","96,142","69,415"
16.08.2022,288,"121,42","15,464","24,605","88,879","117,682","96,429","70,195"
15.08.2022,"288,6","119,28","15,8","24,63","90,189","117,682","96,42","71,695"
12.08.2022,"283,55","117,08","15,67","24,425","88,911","117,682","96,476","70,294"
11.08.2022,279,"116,18","15,358","24,285","89,127","118,725","96,801","70,538"
10.08.2022,280,"114,94","15,344","24,21","90,756","118,725","96,656","72,401"
09.08.2022,"276,6","112,96","14,95","24,01","90,305","118,725","96,36","71,483"
08.08.2022,"274,9","113,02","15,27","23,92","90,613","118,725","96,32","72,324"
05.08.2022,"277,45","113,62","15,3","23,625","89,895","118,725","96,72","71,567"
04.08.2022,"275,75","109,92","15,3","23,225","91,173","118,902","96,66","73,649"
03.08.2022,"277,8","112,24","16,05","23,435","90,415","118,902","96,41","73,056"
02.08.2022,"270,2","111,86","16,1","22,345","91,004",120,"97,27","74,38"
01.08.2022,"271,2","111,64","16,15","22,58","91,316","117,933","97,13","72,923"
29.07.2022,"274,8","113,3","15,65","22,505","90,777","117,933","96,95","73,085"
28.07.2022,"272,3","112,74","15,75","22,08","88,781","117,93","96,69","72,573"
27.07.2022,"263,7","112,72","15,562","22,01","87,496","117,93","96,217","70,81"
26.07.2022,"248,55","112,04","15,54","21,385","87,938","117,93","96,13","70,702"
25.07.2022,"252,15","112,58","15,51","21,43","87,057","117,93","96,13","69,266"
22.07.2022,"254,6","112,28","15,798","21,2","86,071","118,08","95,973","69,194"
21.07.2022,"258,8","112,82","15,502","21,235","83,947","116,082","95,23","67,688"
20.07.2022,"257,7","112,44","15,47","21,015","83,5","116,553","95,23","66,474"
19.07.2022,"252,85","111,9","15,572","21,315","82,5","116,553","95,23","66,256"
18.07.2022,"250,8","110,08","15,35","21,215","81,953","116,553","95,23","66,668"
15.07.2022,"253,9","111,44","15,396","21,02","82,626","115,927","95,23","68,01"
14.07.2022,"253,95","107,74","15,234","20,725","82,349","115,54","95,08","67,567"
13.07.2022,"250,6","113,06","15,4","21,425","82,547","114,982","94,99","67,154"
12.07.2022,"251,8","112,54","15,326","21,76","82,33","115,09","95,4","64,503"
11.07.2022,"263,4","112,24","15,51","21,465","80,897","115,09","95,156","64,503"
08.07.2022,"262,7","112,26","15,35","21,8","81,28","115,09","95,09","63,987"
07.07.2022,"264,3","112,64","15,46","21,315","81,331","115,09","95,44","65,144"
06.07.2022,262,"110,1","14,8","20,8","81,531","115,09","95,87","65,2"
05.07.2022,"255,2","109,68","14,904","20,5","81,251","114,839","95,74","65,475"
04.07.2022,"247,9","108,46","14,95","21,855","79,55","114,52","95,63","63,207"
01.07.2022,"247,25","107,44","14,83","21,72","80,14","114,52","95,52","64,624"
30.06.2022,"246,15","107,22","14,584","21,515","79,173","113,913","94,68","63,469"
29.06.2022,"248,75","110,28","14,92","22,11","77,87","113,56","94,39","62,034"
28.06.2022,"244,8","110,22","14,85","22,335","74,949","113,56","94,39","60,472"
27.06.2022,"250,3","109,9","14,692","21,99","75,79","113,84","94,57","61,981"
24.06.2022,"251,1","110,98",15,"22,115","79,115","113,84","94,57","62,788"
23.06.2022,"245,4","108,12","15,12","22,18","79,156","113,12","94,52","63,1"
22.06.2022,"240,9","108,18","15,006","22,32","77,529","113,12","94,273","60,892"
21.06.2022,"241,3","110,08",15,"22,665","76,126","113,31","94,2","58,871"
20.06.2022,"238,3","108,92","14,494","22,72","76,06","113,31","94,2","59,503"
17.06.2022,"238,1","108,12","14,6","22,48","77,161","113,31","94,2","59,511"
16.06.2022,231,"107,36","14,9","22,525","76,577","111,128","93,8","59,511"
15.06.2022,"241,2","109,24","14,862","23,105","78,276","111,128","93,42","61,312"
14.06.2022,"235,05","111,38","14,99","22,385","77,824","112,04","93,88","61,14"
13.06.2022,"232,7","111,18","14,83","22,19","79,553","112,04","94,23","63,046"
10.06.2022,"240,95","114,3","15,35","22,8","82,8","114,9","95,53","64,013"
09.06.2022,250,"117,94","15,664","23,465","84,075",115,"95,88","64,267"
08.06.2022,"252,1",120,"15,408","23,22","85,081","116,04","95,88","64,921"
07.06.2022,"254,2","121,3","15,498","23,755","85,608",115,"95,88","65,885"
06.06.2022,"249,9","121,84","15,524","23,865","85,28","116,13","96,06","65,11"
03.06.2022,"251,4","121,14","15,35","23,5","85,33","116,99","96,06","66,094"
02.06.2022,"254,45","122,66","15,85","23,49","85,788","118,2","96,06","66,791"
01.06.2022,257,"121,88","15,8","23,485","86,321","119,064","96,59","67,135"
31.05.2022,"253,8","123,16","15,452","23,66","87,269","119,064","96,59","68,356"
30.05.2022,"255,45","123,82","15,878","24,145","88,355","120,12","96,651","69,724"
27.05.2022,"253,1","122,14","15,45","24,24","88,786","120,12","96,651","70,816"
26.05.2022,"247,5","120,88","15,41","23,84","88,485","119,41","96,61","70,07"
25.05.2022,"246,7","118,5",15,"23,465","88,828","119,88","96,385","71,81"
24.05.2022,"241,6","117,68","14,838","23,305","89,219","116,484","95,965","72,279"
23.05.2022,"243,9","117,94","15,218","23,38","89,061","115,64","95,942","71,697"
20.05.2022,"238,9","110,36","15,25","23,56","89,782","115,64","95,942","72,987"
19.05.2022,"241,25","111,6","14,924","22,935","90,167","115,307","95,942","74,077"
18.05.2022,"242,45","114,84","15,156","23,45","89,621","114,12","95,63","72,647"
17.05.2022,"252,1","115,74","15,102","23,645","90,058","114,29","95,95","72,025"
16.05.2022,"250,05","113,28","15,352","22,925","90,509","114,93","96,036","73,323"
13.05.2022,"249,8","114,38","15,36","23,055","90,291","114,89","96,036","72,823"
12.05.2022,"241,85","112,94","15,1","22,59","91,359","115,01","96,036","74,304"
11.05.2022,"247,05","113,54","15,258","22,965","89,744","113,91","95,83","72,338"
10.05.2022,"256,4","113,24","15,946","22,65","89,678","114,427","95,75","72,572"
09.05.2022,"250,6","115,3","15,902","22,225","88,45","113,23","95,39","71,05"
06.05.2022,"260,25","118,46","16,202","22,865","89,068","114,47","95,502","70,743"
05.05.2022,"261,45","117,42","16,514","24,5","90,437","115,38","95,596","72,273"
04.05.2022,"273,25","120,1","16,47","25,32","91,58","115,38","95,41","73,776"
03.05.2022,"267,85","116,78","16,2","25,46","91,694","115,38","95,41","73,886"
02.05.2022,"269,6","114,56","16,038","25,15","91,597","115,38","95,72","74,311"
29.04.2022,"262,25","115,36","16,11","25,595","92,308","116,6","96,053","74,311"
28.04.2022,"275,35","117,26","16,478","25,5","92,814","116,6","96,16","74,178"
27.04.2022,"272,3","114,84","15,852","25,65","93,717","118,31","96,32","75,666"
26.04.2022,"255,25","115,5","15,75","26,03","94,376","118,973","96,178","76,414"
25.04.2022,"259,5","115,98","15,884","26,085","94,201","118,2","95,77","75,394"
22.04.2022,"254,65","117,42","15,502","26,605","93,64","117,73","95,77","74,182"
21.04.2022,"259,5","120,32","15,802","27,265","94,112","118,245","96,15","74,462"
20.04.2022,"264,5","121,12","16,194","27,17","95,115","117,88","96,15","75,174"
19.04.2022,265,"121,08","15,866","26,58","94,261",120,"96,39","73,517"
14.04.2022,"258,65","117,28","15,458","27,035","95,19","121,03","96,7","75,379"
13.04.2022,"264,9","117,52","15,588","26,955","96,58","120,24","96,7","77,152"
12.04.2022,"260,25","121,32","15,252","26,95","96,277","120,977","96,57","76,752"
11.04.2022,"263,3","122,1","15,302","26,625","95,988","122,17","96,62","76,866"
08.04.2022,"273,5","122,46","15,598","25,735","97,661","123,55","96,877","79,218"
07.04.2022,277,"120,86","15,866","25,565","97,916","124,22","97,11","79,256"
06.04.2022,"274,8","120,94","16,256","25,515","97,996","124,22","97,11","79,431"
05.04.2022,"287,1","122,2","16,56","25,535","98,768","126,99","97,35","80,669"
04.04.2022,"287,2","122,98","16,46","26,27","100,33","126,943","97,35","82,448"
01.04.2022,"278,65","124,62","16,022","26,725","99,595","126,943","97,491","81,821"
31.03.2022,"281,15","128,36","16,1","26,595","99,634","128,079","97,84","82,361"
30.03.2022,"280,9","126,12","16,428","26,595","98,578","126,788","97,66","80,658"
29.03.2022,"283,95","127,32","16,642","26,87","98,567","124,52","97,17","80,738"
28.03.2022,"282,35",127,"16,646","26,06","98,524","124,52","97,17","82,019"
25.03.2022,"275,2","129,04","16,198","25,805","97,729","124,86","97,69","81,684"
24.03.2022,"276,05","127,8","16,214","25,63","98,433","125,58","98,05","82,454"
23.03.2022,"271,65","126,78","15,916","25,64","99,049","125,71","98,05","82,954"
22.03.2022,"275,95","127,98","15,536","26,05","98,121","126,01","98,05","82,301"
21.03.2022,"272,4","127,46","15,63","25,49","98,256","127,7","98,69","82,846"
18.03.2022,"271,65","126,8","15,496","25,33","99,499","127,808","98,59","84,613"
17.03.2022,"265,1","124,66","15,52","25,585","99,274","126,609","98,506","84,375"
16.03.2022,"266,6","125,6","15,214","25,635","98,688","124,783","98,63","84,328"
15.03.2022,"260,65","120,98","14,91","25,06","99,086","124,54","98,68","85,277"
14.03.2022,"253,55","120,06","14,81","24,79","98,731","125,26","98,902","84,691"
11.03.2022,"256,7","120,56","14,856","24,115","100,935","126,73","99,53","87,276"
10.03.2022,"260,1",120,"14,672","23,9","100,491","127,26","99,66","87,275"
09.03.2022,"260,55","120,6","14,8","24,55","101,191","127,26","99,96","87,942"
08.03.2022,"255,15","117,5","14,58","22,77","102,515","127,26","100,331","89,848"
07.03.2022,"256,85","121,2","14,996","22,24","104,802","129,58","100,7","93,478"
04.03.2022,"264,3","122,7","15,688","22,275","106,13","130,017","100,73","94,319"
03.03.2022,267,"126,14",16,"23,605","104,713","129,76","100,73","90,536"
02.03.2022,"270,5","121,64","16,002","23,235","104,487","130,55","100,87","90,626"
01.03.2022,"263,4","120,84","16,594","23,3","105,82","130,275","100,65","90,881"
28.02.2022,"266,2","125,84","15,922","24,1","102,74","128,88","100,423","87,551"
25.02.2022,"263,55","132,5","16,458","25,04","101,929","128,88","100,09","86,549"
24.02.2022,"262,3","128,28","16,05","24,675","101,789","128,88","100,28","87,392"
23.02.2022,"247,7","135,06","16,324","26,495","102,79","128,88","100,09","86,676"
22.02.2022,"253,7","134,04","16,476","26,03","102,805","128,88","100,351","85,531"
21.02.2022,"242,1",128,"16,1","25,8","103,601","128,88","100,22","86,298"
18.02.2022,"255,15","133,02","16,41","26,83","104,037","128,88","100,15","86,165"
17.02.2022,"256,6","133,16","16,2","27,4","103,707","128,88","100,15","85,549"
16.02.2022,"262,5","136,08","16,566","28,04","103,204","128,88","100,21","84,761"
15.02.2022,"264,1","136,04","16,608","27,97","103,221","129,25","100,26","84,263"
14.02.2022,"261,05","133,8","16,75","27,545","103,874","130,08","100,31","85,959"
11.02.2022,"260,35","136,1",17,"28,38","104,252","130,26","100,31","85,935"
10.02.2022,"263,3","136,06","17,104","28,63","104,956","130,85","100,48","86,308"
09.02.2022,"270,95","137,26","17,798","28,925","106,009","131,03","100,77","86,925"
08.02.2022,"264,65","138,16","17,406","28,675","104,915","131,14","100,83","86,458"
07.02.2022,"263,9","133,68","16,952","27,995","105,22","131,39","100,83","87,795"
04.02.2022,"267,4","133,08","17,164","27,5","106,83","132,214","100,96","88,766"
03.02.2022,"263,85","129,96","17,796","28,22","109,239","133,04","101,37","89,221"
02.02.2022,"277,55","132,46","17,748","28,475","110,855","133,4","101,304","90,393"
01.02.2022,"273,75","133,66","17,5","28,145","110,349","133,26","101,28","89,906"
31.01.2022,"274,9","131,56","17,6","28,045","110,908","132,972","101,229","90,6"
28.01.2022,"275,65","129,48",17,"27,685","112,02","132,972","101,229","91,557"
27.01.2022,"267,6","132,46","16,994","28,165","112,439","133,35","101,31","91,674"
26.01.2022,"263,45","131,46","17,446","27,95","112,603","134,12","101,702","91,178"
25.01.2022,"257,5","125,7","17,496","27,2","112,92","134,72","101,702","91,812"
24.01.2022,261,"127,98","17,1","26,8","113,691","134,8","101,702","92,213"
21.01.2022,"260,85","129,8","17,508","27,365","113,431","134,07","101,702","91,669"
20.01.2022,"270,15","130,8","17,918","27,745","112,747","134,07","101,59","90,685"
19.01.2022,"267,7","131,8","18,186","27,945","112,365","134,07","101,59","90,055"
18.01.2022,"267,5","133,26","18,236","28,7","112,457","134,895","101,84","90,425"
17.01.2022,"272,45","139,98","18,856","28,625","112,629","135,7","102,07","90,68"
14.01.2022,"270,75","138,34","18,348","28,39","112,913","136,33","102,33","91,24"
13.01.2022,"265,85","146,8","18,422","28,205","113,843","136,33","102,33","92,04"
12.01.2022,"278,4","147,68","18,278","27,995","113,306","136,33","102,33","90,979"
11.01.2022,277,"147,16","17,48","27,86","112,823","135,92","102,33","90,187"
10.01.2022,"275,65","147,34","17,45","27,44","113,573","135,92","102,33","90,209"
07.01.2022,"276,3","147,02","17,522","27,475","113,304","136,89","102,615","90,347"
06.01.2022,"277,6","146,24","17,362","27,065","113,588","137,13","102,7","90,672"
05.01.2022,"280,9","147,94","17,894","27,015","113,8","138,35","102,938","90,88"
04.01.2022,292,"145,22","17,5","26,875","113,971","138,55","102,938","91,02"
03.01.2022,296,"143,24","16,488","26,525","113,927","139,79","103,24","92,339"
30.12.2021,302,"139,7","16,104","26,29","116,094","140,01","103,29","92,911"
29.12.2021,"301,9","139,7","16,284","26,17","114,829","140,34","103,29","92,479"
28.12.2021,302,"141,04","16,47","26,275","115,859","140,52","103,29","94,308"
27.12.2021,302,"139,48","16,1","26,025","115,742","139,985","103,29","94,259"
23.12.2021,"295,65",139,"16,25","25,96","115,708","139,985","103,29","93,894"
22.12.2021,294,"138,04","16,05","25,38","116,582","139,985","103,29","95,258"
21.12.2021,"289,35","138,22",16,"25,42","116,619","139,985","103,29","95,184"
20.12.2021,"283,75","134,98",16,"24,825","118,131","141,09","103,37","97,245"
17.12.2021,"288,2","141,46","16,348","25,22","118,479","141,09","103,25","97,648"
16.12.2021,"287,15","140,58","16,6","25,785","117,936","141,09","103,126","96,919"
15.12.2021,"296,3","140,6","16,696","25,385","118,463","141,13","103,126","98,102"
14.12.2021,"291,6","141,7","15,876","25,59","118,595","141,25","103,127","98,356"
13.12.2021,"301,75","140,1","15,478","25,36","118,863","140,99","103,127","98,738"
10.12.2021,"302,75","141,08","15,972","25,54","118,224","140,99","103,127",98
09.12.2021,"295,65","140,78","15,836","25,545","118,308","141,51","103,24","98,102"
08.12.2021,"293,2","142,58","16,238","25,595","117,624","142,14","103,317","97,595"
07.12.2021,"295,95","144,14","16,55","25,73","118,89","142,7","103,317","99,301"
06.12.2021,"289,35","141,8","16,3","25,475","118,223","143,08","103,34","99,379"
03.12.2021,"286,7",141,"16,292",25,"117,988","141,68","103,3","99,25"
02.12.2021,"291,35","142,56","15,938","25,155","117,09","141,68","103,441","98,865"
01.12.2021,"292,85","140,14","15,89","25,13","116,376","141,48","103,45","98,202"
30.11.2021,"291,15","139,54","15,4","24,46","115,734","141,48","103,625","98,151"
29.11.2021,"298,65","143,76","15,576","24,51","114,644","139,86","103,25","96,664"
26.11.2021,"290,6","142,92","16,032","24,2","114,412","139,86","103,21","96,738"
25.11.2021,"302,5","148,42","16,304","25,475","114,326","139,63","102,8","95,026"
24.11.2021,"300,95","150,34","16,652","25,665","114,034","139,18","102,8","94,193"
23.11.2021,"299,7","149,66","16,494","25,48","114,881","140,11","103,076","94,951"
22.11.2021,"302,7","146,28","16,422","25,315","116,496","141,35","103,387","96,887"
19.11.2021,"304,2","142,76","16,382","25,185","117,238","141,07","103,836","97,189"
18.11.2021,"300,25","143,66","16,398","25,2","116,344","140,05","103,7","96,012"
17.11.2021,"299,75","145,06","16,598","25,54","115,406","139,16","103,7","94,899"
16.11.2021,"300,65","146,06","16,648","25,56","115,977","141,13","103,772","94,849"
15.11.2021,"295,9","145,36","16,248","25,88","116,534","142,46","103,94","95,046"
12.11.2021,"294,5","145,24","15,956","25,855","117,501","142,87","104,04","95,514"
11.11.2021,"290,45","146,26","15,226","25,8","117,37","143,03","104,16","95,365"
10.11.2021,"288,6","145,12","15,318","25,83","117,792","143,4","104,359","95,711"
09.11.2021,"290,1","143,66","15,47","25,375","118,613","144,41","104,553","96,683"
08.11.2021,"290,95","146,3","15,682","25,675","117,085","143,4","104,49","94,257"
05.11.2021,"290,45","144,94","15,38","25,62","117,791","143,55","104,474","95,437"
04.11.2021,"291,45","145,06","15,528","25,875","116,475","142,27","104,261","93,115"
03.11.2021,"287,95","146,7","15,388","25,735","116,263","142,43","104,055","93,403"
02.11.2021,"287,85","147,86","15,488","25,51","116,025","142,05","104,055","92,727"
01.11.2021,"284,55","147,98","15,272","25,335","115,519","142,05","104,055","93,016"
29.10.2021,"285,35","146,88","14,94",25,"115,881","142,15","104,055","93,45"
28.10.2021,"276,85","145,7","15,078","24,44","115,787","142,39","104,235","93,232"
27.10.2021,280,"146,98","15,238","24,205","116,128","142,06","104,27","93,254"
26.10.2021,"267,4","147,64","15,238","24,345","114,807","140,525","104,232","91,055"
25.10.2021,"265,4","147,12","14,96","23,89","114,426","140,4","104,232","90,654"
22.10.2021,"265,35","146,96","15,078","23,95","114,595","140,4","104,232","90,935"
21.10.2021,267,"146,38","14,774","23,745","114,171","140,78","104,442","90,253"
20.10.2021,"263,85","144,84","14,95","23,975","114,093","140,82","104,49","89,9"
19.10.2021,"264,8","144,06","15,278","23,95","113,918","141,26","104,49","90,109"
18.10.2021,"264,75","144,72","15,252","23,81","114,796","141,26","104,49","91,166"
15.10.2021,262,"141,44","15,076","24,09","114,183","141,26","104,73","90,295"
14.10.2021,"260,6","139,64","15,002","23,795","114,531","140,809","104,73","90,458"
13.10.2021,"255,2","139,46","15,062","23,625","113,429","139,57","104,73","89,289"
12.10.2021,"254,6","143,12","15,338","23,885","112,324","139,5","104,91","87,477"
11.10.2021,"256,15","144,12","15,53","24,2","112,892","139,5","105,02","87,862"
08.10.2021,"255,05","146,94","14,802","24,29","113,446","140,23","105,02","88,502"
07.10.2021,"255,7","147,1","14,516","24,225","114,02","140,59","105,02","89,077"
06.10.2021,"252,9","145,46","14,052","23,815","114,082","140,59","105,02","89,097"
05.10.2021,"249,25","146,36","14,99","24,09","114,29","141,471","105,02","89,119"
04.10.2021,"242,65","145,52","14,902","23,86","114,69","141,61","105,02","89,908"
01.10.2021,"249,1","140,8","15,2","23,87","114,96","141,4","104,96","90,024"
30.09.2021,"245,5","142,74","15,6","24,03","114,559","141,4","104,96","89,487"
29.09.2021,246,143,"16,36","23,865","114,899","142,05","104,96","90,372"
28.09.2021,"242,4","143,42","15,866","23,51","114,69","142,48","105,02","90,066"
27.09.2021,"251,25","141,74","15,888","23,925","114,991","143,3","105,19","90,276"
24.09.2021,"255,2","139,02","15,516","23,43","115,154","144,35","105,24","90,182"
23.09.2021,"255,55","137,68","15,502","23,265","115,647","145,5","105,47","90,816"
22.09.2021,"255,25","132,12","15,442","23,07","116,787","145,23","105,47","92,435"
21.09.2021,"251,85","131,5","15,482","22,66","116,796","145,23","105,47","92,506"
20.09.2021,"250,8",130,"15,102","22,385","116,623","145,59","105,47","92,097"
17.09.2021,"256,05","134,32","15,49","22,715","116,153","144,82","105,5","91,071"
16.09.2021,"259,2","134,2","15,44","23,365","116,552","144,82","105,5","91,713"
15.09.2021,"258,25","133,04","14,986","23,3","116,653","145,05","105,5","91,878"
14.09.2021,"254,25","132,96","15,298","23,21","117,208","144,3","105,41","92,646"
13.09.2021,"251,6",135,"15,052","23,45","116,856","144,3","105,41","92,405"
10.09.2021,"250,15","135,12","15,398","23,375","116,948","144,28","105,41","92,742"
09.09.2021,"251,35","134,48","14,77","23,475","117,413","143,87","105,41","93,396"
08.09.2021,"253,2","133,98","15,38","23,425","116,809","143,87","105,41","92,449"
07.09.2021,"253,3","134,34","14,952","23,545","116,774","144,18","105,41","92,04"
06.09.2021,"255,1","134,04","14,796","23,815","117,559","145,04","105,41","93,004"
03.09.2021,"253,3","135,3","14,612","23,71","117,435","145,04","105,41","93,414"
02.09.2021,"253,4","135,4","14,384","23,745","117,945","145,12","105,41","93,414"
01.09.2021,"254,9","134,36","14,854","23,875","117,796","145,12","105,41","93,341"
31.08.2021,"255,75","135,34","14,722","23,78","118,211","145,12","105,41","94,025"
30.08.2021,"257,25","135,78","14,574","23,985","119,211","144,69","105,22","95,484"
27.08.2021,"253,7","137,3","14,56","24,145","119,039","144,69","105,22","94,912"
26.08.2021,"254,55","137,48","14,72","24,045","118,374","144,69","105,22","95,16"
25.08.2021,"256,9","136,56","14,506","24,095","119,143","144,69","105,36","95,109"
24.08.2021,"257,9","133,34","14,598","24,1","120,405","144,69","105,36","96,992"
23.08.2021,"259,45","133,14","14,448","24,195","120,427","144,69","105,36","97,017"
20.08.2021,"260,5","131,94","13,902","23,86","120,747","144,69","105,41","97,602"
19.08.2021,"254,5",132,"14,402","23,85","120,676","144,54","105,41","97,5"
18.08.2021,"248,8","133,1","15,006","24,165","120,73","144,54","105,41","97,041"
17.08.2021,"250,1","133,94","15,262","24,155","120,545","144,66","105,41","96,787"
16.08.2021,"250,3","134,66","15,164","24,32","120,58","144,22","105,36","96,736"
13.08.2021,"247,7","136,1","15,402","24,37","120,48","142,48","105,211","96,736"
12.08.2021,"246,85","137,72","15,422","24,255","120,319","142,45","105,211","96,508"
11.08.2021,"244,25","136,64","15,58","24,09","120,319","142,45","105,211","96,356"
10.08.2021,244,"134,44","15,362","23,805","120,172","143,1","105,41","96,456"
09.08.2021,"245,4","133,16","15,45","23,77","120,208","143,81","105,64","96,406"
06.08.2021,"245,9",134,"15,402","23,705","120,145","144,3","105,69","96,128"
05.08.2021,"244,25","128,1","15,4","23,355","121,039","145,83","105,97","97,446"
04.08.2021,"242,1","127,64","15,422","23,175","120,888","146,96","106,089","96,758"
03.08.2021,"241,75","128,26","15,7","23,105","120,5","144,95","105,993","96,48"
02.08.2021,"240,05","127,24","15,34","22,995","120,49","144,46","105,87","96,076"
30.07.2021,"240,2","127,88","15,018","21,785","119,917","144,46","105,846","95,573"
29.07.2021,"241,4","128,58","15,202","21,97","119,632","144,46","105,75","95,273"
28.07.2021,"241,95","127,92","15,138","21,84","119,596","144,55","105,75","95,072"
27.07.2021,"242,3","128,84","14,882","21,655","119,58","144,55","105,735","95,122"
26.07.2021,"244,85","126,24","15,162","21,725","119,082","144,55","105,735","94,401"
23.07.2021,"245,85","127,98","15,302","21,965","119,07","144,55","105,735","94,4"
22.07.2021,"242,8","130,06","14,962","21,84","119,188","144,76","105,735","94,548"
21.07.2021,238,"128,3","15,102","21,71","118,784","144,76","105,735","93,855"
20.07.2021,"237,5","127,16","15,142","21,205","119,027","145,92","105,735","94,845"
19.07.2021,"234,1","126,88","14,73","20,815","118,628","144,97","105,55","94,101"
16.07.2021,"237,95","128,66","15,052","21,75","117,867","143,72","105,43","92,704"
15.07.2021,"237,45","132,32","15,102","21,685","117,514","143,72","105,43","92,219"
14.07.2021,"239,15","130,76","15,152","21,845","117,132","143,34","105,43","91,542"
13.07.2021,"238,75","130,2","15,152","21,8","116,689","143,69","105,48","91,134"
12.07.2021,"233,7","130,62","15,044","21,905","116,763","143,69","105,624","91,086"
09.07.2021,"233,45","131,02","14,952","21,835","116,567","143,69","105,71","90,918"
08.07.2021,"234,15","126,96","14,642","21,06","116,925","143,69","105,71","92,699"
07.07.2021,"237,25","129,44","14,702","21,61","117,062","143,46","105,66","91,441"
06.07.2021,"234,45","129,62","14,602","21,53","116,372","142,62","105,588","90,462"
05.07.2021,"234,4",132,"14,852","21,935","115,121","142,47","105,588","88,816"
02.07.2021,"234,1","132,14","14,876","21,79","115,552","142,47","105,553","89,375"
01.07.2021,229,"132,3","14,606","21,66","114,834","141,95","105,553","88,674"
30.06.2021,"228,35","129,54","14,718","21,335","114,989","141,95","105,553","88,904"
29.06.2021,"228,1","129,4","14,762","21,685","114,237","141,73","105,553","88,021"
28.06.2021,"224,75",128,"14,854","21,68","114,609","141,73","105,553","88,32"
25.06.2021,"222,05","128,86","14,864","21,85","114,064","141,73","105,553","87,673"
24.06.2021,"223,5","127,7","14,85","21,855","114,757","141,35","105,553","88,643"
23.06.2021,"222,7","126,2","14,84","21,48","114,487","141,35","105,553","88,524"
22.06.2021,"221,95","126,06","15,22","21,62","114,294","141,35","105,553","88,453"
21.06.2021,"220,55","124,52","15,072","21,705","114,598","142,7","105,553","88,848"
18.06.2021,"219,35","124,26","14,984","21,895","115,105","141,58","105,74","90,021"
17.06.2021,"219,45","127,36","15,462","22,89","114,689","140,73","105,78","88,822"
16.06.2021,"214,2","127,56","15,232","22,68","114,726","140,73","106,175","88,516"
15.06.2021,213,"130,04","14,962","22,74","114,508","140,73","106,175","88,237"
14.06.2021,"214,05","130,24","14,834","22,64","114,913","140,73","106,175","88,561"
11.06.2021,"212,6","132,24","14,802","22,35","115,281","140,73","106,175","88,91"
10.06.2021,"210,85","131,66","14,858","22,27","114,781","139,84","106,01","88,21"
